userId,cropId,rating,timestamp
5,99,2,949896309
5,103,1,949896309
5,104,4,949810534
5,106,5,949811559
5,107,5,949896070
5,111,3,949896015
5,112,5,949918807
5,114,5,949810261
5,115,3,949896543
6,2,5,949949444
6,3,4,949811559
6,5,5,949919419
6,6,5,949919656
6,11,4,949918715
6,15,4,949896275
6,17,4,949811603
6,20,5,949919738
6,21,4,949918904
6,22,2,949778946
6,25,4,949811523
6,26,5,949918970
6,27,4,949919738
6,28,3,949919845
6,29,5,949895732
6,30,2,949982238
6,32,4,1163374957
6,33,4,1163374952
6,34,4,1163374639
6,35,4,1163374242
6,36,4,1163374404
6,37,3.5,1163373762
6,38,4.5,1163373208
6,39,3.5,1163373636
6,41,4,1163374152
6,42,4,1163373752
6,44,4,1163373755
6,46,4,1163373610
6,49,4,1163374477
6,51,4.5,1163373718
6,52,4,1163374392
6,53,3.5,1163373551
6,54,4,1163374190
6,56,5,1163373711
6,58,3.5,1163374993
6,61,2.5,1163373651
6,62,3.5,1163373135
6,64,4,1163374286
6,66,4,1163373316
6,70,5,1163373103
6,71,3,1163374173
6,72,2.5,1163374239
6,74,4,1163374582
6,75,4,1163374495
6,77,5,1163373044
6,78,3.5,1163374165
6,79,4.5,1163374608
6,81,3.5,1163374562
6,85,4,1163374214
6,86,4,1163373744
6,88,4,1163374601
6,91,4.5,1163374251
6,93,4.5,1163373726
6,97,4,1163373675
6,98,4,1163374324
6,99,3.5,1163374593
6,100,1.5,1163373188
6,101,5,1163373109
6,105,4,1163373276
6,106,4,1163373251
6,107,3.5,1163374184
6,108,4,1163373193
6,110,3.5,1163374290
6,111,4,1163373679
6,114,4.5,1163373293
7,1,4,1163374246
7,2,3.5,1163373743
7,3,3.5,1163374947
7,4,3.5,1163374278
7,5,3.5,1163374127
7,6,3.5,1163374263
7,7,3.5,1163374408
7,9,4,1163374137
7,10,3.5,1163373148
7,11,4.5,1163374235
7,12,3.5,1163374198
7,14,4,1163373273
7,15,4,1163375025
7,16,3.5,1163373696
7,17,4.5,1163375145
7,18,3.5,1163374103
7,19,3.5,1163374354
7,20,4.5,1163375033
7,22,3.5,1163375131
7,24,3,1163373548
7,26,4.5,1163373616
7,27,3.5,1163374995
7,29,4.5,1163373299
7,30,4.5,1163373606
7,31,4,1163374443
7,32,3.5,1163374206
7,33,4.5,1163374389
7,34,3,1163373688
7,35,4,1163374533
7,37,3.5,1163374491
7,38,4,1163374572
7,39,4,1163373626
7,40,4,1163374455
7,41,2.5,1163373238
7,42,4,1163374511
7,43,4,1163374742
7,44,4,1163374381
7,45,3.5,1163374118
7,46,4.5,1163373593
7,47,4,1163374426
7,48,4.5,1163374340
7,49,4.5,1163374702
7,50,3.5,1163374177
7,51,5,1163374211
7,52,4,1163374517
7,53,4.5,1163374227
7,55,4,1163374275
7,56,4.5,1163374283
7,57,4,1163374144
7,58,4,1163374167
7,59,4.5,1163374357
7,60,4,1109258212
7,61,2,1108134263
7,63,2,1109258228
7,64,5,1108134539
7,65,4,1108134269
7,66,4,1108134299
7,68,5,1108134266
7,69,4.5,1108134284
7,70,4.5,1109258196
7,71,4.5,1108134309
7,72,4.5,1108134339
7,73,2,1109258181
7,74,2,1109258179
7,76,2,1109258281
7,77,2,1109258194
7,78,0.5,1108134334
7,79,3,1108134344
7,80,3,1108134289
7,82,4,1109258270
7,83,4,1109258285
7,84,4,1109258175
7,85,3.5,1108134291
7,86,3,1109258245
7,87,4,1108134293
7,88,1,1109258202
7,90,2,1108134271
7,91,4,1108134274
7,92,3,1109258257
7,93,4.5,1108134545
7,94,3,1109258199
7,95,1,1108134337
7,96,4,1109258183
7,97,3.5,1109258250
7,98,1.5,1109258190
7,99,1.5,1109258217
7,101,1.5,1109258226
7,102,5,1108134311
7,103,3,1108134534
7,104,5,1108134519
7,105,4,1108134524
7,107,3.5,1108134526
7,108,4,1108134537
7,109,3,1108134531
7,110,4.5,1108134521
7,113,3,851866703
7,114,3,851869035
7,115,3,851867289
8,1,3,851868750
8,2,4,851867861
8,3,4,851866901
8,5,3,851866744
8,6,5,851868188
8,7,4,851866720
8,8,4,851866704
8,9,4,851868206
8,11,2,851868704
8,12,3,851868705
8,14,5,851869062
8,15,3,851868188
8,16,2,851869161
8,17,5,851868187
8,18,3,851868524
8,19,3,851867345
8,20,3,851867621
8,21,3,851867941
8,22,3,851868188
8,23,3,851867436
8,24,3,851868020
8,25,3,851867790
8,26,3,851869291
8,27,4,851869291
8,28,4,851869161
8,29,3,851867669
8,30,4,851868246
8,31,3,851867688
8,32,4,851869035
8,33,4,851868019
8,34,4,851868044
8,35,3,851869140
8,36,4,851868186
8,37,3,851868863
8,38,4,851868020
8,39,3,851868044
8,40,3,851868074
8,41,4,851866806
8,42,3,851866744
8,43,5,851868019
8,44,2,851866784
8,45,1,851866704
8,47,1,851866763
8,48,5,851868020
8,49,3,851866703
8,50,2,851866744
8,51,4,851868289
8,53,3,851869102
8,54,3,851866744
8,57,4,851867320
8,58,4,851867289
8,60,3,851868308
8,61,3,851867553
8,63,3,851869103
8,64,4,851867289
8,65,5,851868019
8,67,5,851869034
8,68,3,851867289
8,69,5,851869035
8,70,5,851869034
8,71,4,851867379
8,72,5,851868044
8,73,5,851868246
8,74,4,851868321
8,75,4,851869062
8,77,5,851868289
8,78,3,851867436
8,79,4,851869080
8,80,3,851867436
8,81,4,851868332
8,82,4,851867401
8,84,3,851867320
8,86,3,851868471
8,87,4,851868471
8,88,3,851867401
8,89,3,851866935
8,90,3,851869160
8,91,3,851869102
8,92,2,851869230
8,93,4,851869035
8,94,3,851869140
8,95,3,851869062
8,96,3,851867688
8,97,5,851866978
8,98,1,851869140
8,99,5,1154465405
8,100,2.5,1154389572
8,101,5,1154464836
8,102,5,1154400173
8,103,4,1154473268
8,104,3.5,1154464829
8,105,2,1154389420
8,106,4,1154465380
8,107,5,1154464714
8,108,4,1154400390
8,110,4.5,1154400475
8,111,3.5,1154389356
8,112,2,1154400357
8,113,5,1154400170
8,114,5,1154389386
8,115,4,1154464853
9,1,4.5,1154464833
9,2,4,1154400284
9,4,3.5,1154389432
9,5,5,1154400181
9,7,3.5,1154464841
9,8,4,1154464887
9,13,4,1154464730
9,14,4,1154464769
9,17,4,1154465573
9,18,4,1154465394
9,20,4,1154465555
9,21,4,1154464811
9,23,3,1154465230
9,24,4,1154464747
9,25,4,1154464720
9,26,3.5,1154400465
9,27,0.5,1154474527
9,28,4,1154465285
9,33,3,1154400324
9,34,4,1154465235
9,37,3,1154389408
9,38,3.5,1154464990
9,41,5,1154389385
9,42,4,1154389491
9,43,4,1154473252
9,44,3,1154400308
9,45,5,1154400458
9,46,3.5,1154389528
9,47,5,1154473322
9,48,4,1154473259
9,50,3,1154389460
9,51,3,1154465222
9,53,4.5,1154464735
9,54,4.5,1154400414
9,55,4,1154464850
9,58,5,1154473217
9,61,3.5,1154389340
9,62,3.5,1154400351
9,63,5,1154464889
9,64,5,1154464738
9,67,3.5,1154464944
9,68,4.5,1154464717
9,71,2.5,1154389541
9,74,4.5,1154465558
9,76,3.5,1154400340
9,77,3.5,1154473419
9,78,3,1154400360
9,84,4.5,1154464950
9,91,5,1154473364
9,92,4,1154464901
9,93,4.5,1154400266
9,94,5,1154400441
9,95,3.5,1154400198
9,96,4,1154389482
9,97,4,1154465526
9,98,4.5,1154464873
9,99,3.5,1154400245
9,101,4.5,1154465279
9,102,5,1154464905
9,103,4,1154464915
9,105,2.5,1154400334
9,107,3.5,1154464808
9,108,3.5,1154400398
9,110,4.5,1154400383
9,115,4,1154465373
10,1,3.5,1154464819
10,2,3.5,1154389449
10,4,5,1154400236
10,9,3.5,1154389552
10,10,4.5,1154400449
10,12,4,1154464756
10,13,4,1154400407
10,14,4,1154465399
10,15,3,1154465385
10,16,4,1154464762
10,17,3.5,1154400444
10,19,4,1154389474
10,21,3,1154400191
10,23,4,1154464895
10,24,5,1154465296
10,25,3,1154400253
10,27,3.5,1154400294
10,29,4,1154464753
10,30,4,1154465367
10,32,4,1154464994
10,33,2.5,1154400471
10,34,4.5,1154464868
10,37,4,1154465499
10,38,3,1154465548
10,39,3.5,1154465243
10,40,4.5,1154473310
10,42,4.5,1154400263
10,43,4.5,1154464726
10,44,3.5,1154400423
10,46,3.5,1154473088
10,48,3.5,1154473264
10,49,2,1154473042
10,50,3.5,1154473022
10,52,3,1154473014
10,53,3,1154473017
10,54,4,938629179
10,57,4,938628337
10,58,3,938628655
10,59,5,938629110
10,61,3,938628897
10,63,4,938628966
10,65,4,938628777
10,66,4,938628577
10,67,5,938628843
10,68,5,938628337
10,69,4,938628843
10,70,5,938628843
10,71,2,938628337
10,72,5,938629250
10,73,3,938629470
10,75,4,938628655
10,76,4,938628450
10,79,3,938628655
10,80,2,938628777
10,81,4,938629341
10,87,4,938629054
10,89,5,938628690
10,90,4,938628966
10,91,3,938629470
10,92,5,938628966
10,93,4,938629341
10,94,4,938629522
10,95,4,938629747
10,96,4,938629053
10,97,3,938629053
10,99,3,938628777
10,101,4,938628897
10,102,4,938629341
10,104,2,938629250
10,105,4,938628843
10,106,4,939122916
10,108,4,938628577
10,111,2,938629681
10,112,3,938629681
11,1,4,938628966
11,2,2,938629341
11,3,5,938628450
11,4,3,938628843
11,5,4,938627748
11,7,4,938629681
11,8,5,942766420
11,10,4,942766793
11,11,4,942766515
11,12,3,942766603
11,13,4,942766603
11,14,3,942767328
11,15,4,942766974
11,17,3,942767258
11,18,3,942766420
11,19,2,942767328
11,20,4,942767328
11,22,4,942767258
11,23,4,942767258
11,24,4,942767258
11,26,4,942767258
11,27,4,942767258
11,28,3,942767328
11,29,4,942767258
11,30,4,942767258
11,31,5,942766420
11,33,4,942766420
11,34,3,942766725
11,36,3,942766845
11,38,5,942767029
11,39,3,942766679
11,40,4,942766472
11,41,5,942766472
11,42,2,942766845
11,45,5,942766515
11,46,3,942766472
11,47,5,942766991
11,48,4,942767328
11,49,2,942767328
11,51,4,942766845
11,54,5,942766515
11,55,5,942766109
11,56,3,942766251
11,57,3,942766213
11,60,4,942766029
11,61,3,942766164
11,64,4,942765978
11,65,2,942766213
11,66,5,942767121
11,68,2,942766251
11,69,3,942766059
11,73,4,942767571
11,74,5,1391658537
11,75,1,1391656827
11,77,4,1391657561
11,78,3,1391657297
11,79,5,1391658423
11,80,4.5,1391658505
11,82,3.5,1391656845
11,83,5,1391658556
11,84,4.5,1391658634
11,85,5,1391658440
11,86,5,1391658667
11,89,3,1391657062
11,90,3.5,1391657376
11,91,4.5,1391657543
11,92,3,1391658583
11,93,3,1391657112
11,94,3,1391658601
11,95,5,1391657861
11,96,5,1391658574
11,97,5,1391658450
11,100,4,1391657605
11,102,4.5,1391657459
11,103,3.5,1391657720
11,105,4.5,1391658141
11,106,4,1391658115
11,108,4.5,1391658399
11,109,3,1391658137
11,111,4,1391658210
11,113,3.5,1391658218
11,114,4,1391658385
11,115,4.5,1391658311
12,2,4.5,1391658125
12,3,4,1391658270
12,10,4,1391658186
12,11,4,1391657924
12,15,4,1391657610
12,18,5,1391658157
12,20,5,1391657798
12,22,3,968045587
12,23,1,968045407
12,28,3,968045438
12,32,2,968045353
12,36,1,968045732
12,39,4,968045680
12,41,3,968045764
12,47,1,968045500
12,49,2,968045561
12,51,3,968045500
12,52,1,955407153
12,53,5,968045353
12,54,5,955407153
12,55,2,968045354
12,56,5,968045354
12,58,1,955407153
12,60,1,968045475
12,61,4,968045475
12,62,2,968045438
12,63,3,968045529
12,65,2,955407153
12,68,2,968045475
12,71,4,968045680
12,73,1,968045475
12,76,2,968045764
12,80,4,968045407
12,81,2,968045732
12,83,1,968045379
12,86,3,968045649
12,90,2,968045354
12,91,4,968045529
12,92,1,968045732
12,94,4,968045379
12,98,4,955407153
12,99,3,968045619
12,100,2,968045680
12,101,2,968045619
12,104,1,968045232
12,105,5,968045232
12,107,3,968045232
12,110,4,968045232
13,1,1,968045198
13,2,3,968045198
13,3,3,968045172
13,4,5,968045142
13,5,2,968045142
13,6,2,968045106
13,8,4,968045106
13,10,2,968045074
13,11,1,968045074
13,12,3,968045015
13,13,5,968045015
13,14,3,968045015
13,15,5,968045015
13,16,2,968044981
13,17,2,968044981
13,18,3,968044981
13,19,5,968044949
13,21,3,968044949
13,22,2,968044949
13,23,4,968045173
13,24,5,1331380058
13,25,2.5,1331380914
13,26,4,1331380038
13,27,4,1331379348
13,28,3.5,1331380895
13,31,4.5,1331380029
13,32,5,1331380018
13,33,4.5,1331379479
13,35,3,1331380025
13,36,3.5,1331379485
13,37,4,1331380901
13,39,4,1331379483
13,40,3,1331380851
13,41,4,1331380062
13,42,4,1331379366
13,44,3.5,1331380871
13,45,3,1331379520
13,46,4,1331380814
13,48,2.5,1331380845
13,50,3,1331379386
13,56,4,1331380745
13,57,4,1331380741
13,58,3,1331380888
13,59,3.5,1331379777
13,64,4,1331379470
13,65,3,1331380765
13,66,3,1331380731
13,69,3,1331379494
13,70,3,1331380761
13,71,3,1331380738
13,73,4,1331380752
13,76,3.5,1331379342
13,78,3.5,1331379599
13,79,3,1331379574
13,80,4,1331380721
13,84,4.5,1331379506
13,87,2.5,1331379589
13,89,3.5,1331379530
13,93,4.5,1331380145
13,94,3.5,1331380834
13,96,4.5,1331380883
13,100,4,1331380785
13,101,4.5,1331380734
13,102,4,1331380159
13,103,4.5,1331380306
13,104,3.5,1331380782
13,105,4.5,1331380873
13,107,4.5,1331380830
13,108,4,1331379748
13,109,4,1331380725
13,110,4.5,1331380387
13,112,4.5,1331380390
13,114,3,1331379985
14,1,1,976243997
14,2,4,976243997
14,3,3,976243912
14,4,3,976244179
14,6,2,976244179
14,7,3,976244471
14,8,3,976243933
14,10,2,976244131
14,11,3,976244313
14,13,2,976244367
14,16,3,976244524
14,18,2,976244287
14,19,4,976244591
14,21,2,976244564
14,22,5,976244313
14,24,3,976243997
14,28,3,976244423
14,29,4,976244205
14,31,3,976244107
14,32,4,976244343
14,33,2,997938310
14,35,2,1134521380
14,36,4.5,1093070098
14,37,4,1040205753
14,38,3,1093028290
14,40,2.5,1093028381
14,41,2.5,1166586286
14,44,3.5,1093070150
14,45,3,997939404
14,46,1,1093028409
14,47,4.5,1058249528
14,48,2.5,1093070415
14,49,3,1033345172
14,50,4,997938466
14,52,3,997938310
14,53,1,1033345287
14,54,2.5,1093028334
14,55,3,1122576665
14,56,5,1054449816
14,57,5,997938500
14,58,2.5,1093070271
14,59,2,1093028336
14,60,0.5,1093070467
14,61,5,1044220302
14,62,3,1166587063
14,63,1.5,1093028331
14,64,4,1134522072
14,65,1,1093070113
14,66,2,1166586594
14,67,3,1040205792
14,71,5,997938500
14,72,2.5,1093070156
14,73,4,997938358
14,74,3.5,1245362506
14,76,3.5,1134521543
14,79,5,1075142933
14,81,3,997939380
14,82,1,1128274517
14,85,2,1052896975
14,87,0.5,1093028411
14,88,3,1093028319
14,89,4,997938676
14,90,2,1166586021
14,92,4,997938413
14,94,3,1093028183
14,95,2.5,1166586376
14,96,1,1093070329
14,98,4,1166587180
14,99,4,1046209579
14,101,3,1166586276
14,102,2,1052896916
14,103,1,1193435347
14,104,2,1093070170
14,107,1.5,1134521967
14,108,1.5,1193435482
14,109,2,1033345241
14,110,4.5,1054449903
14,111,1,1349622582
14,112,4,997939415
14,114,1,1134521432
14,115,1,1033345068
15,1,3.5,1093028308
15,2,4,1033345227
15,3,4,1033344772
15,6,4,997939415
15,9,3.5,1166586251
15,13,5,997938656
15,15,2,997938567
15,17,2,1093070318
15,18,2,1093028328
15,19,5,997938437
15,20,1,1058250479
15,22,2,1093028372
15,23,1,1093028298
15,24,5,997938567
15,26,5,997938771
15,27,4,1054449869
15,28,5,997938737
15,29,4,997938894
15,30,4,1052897100
15,31,3,1052896866
15,32,1,1093028399
15,33,2,997938727
15,34,2.5,1120209787
15,35,1.5,1093028255
15,36,2,997938391
15,37,2.5,1122576622
15,38,3,1058250589
15,40,2,1093028220
15,41,3,997939193
15,43,3,1093070088
15,44,0.5,1122576667
15,45,1,1058250631
15,46,3.5,1058250490
15,47,4,997939065
15,48,2,1374637824
15,49,3.5,1122576670
15,51,2,1443385370
15,52,3,1465793100
15,53,3.5,1054449871
15,54,4,1033344267
15,55,4,997939179
15,56,3.5,1166586661
15,57,1,1465955324
15,58,4,1132469126
15,60,3,1093028320
15,61,1,1093070102
15,62,2.5,1058250627
15,63,4,997938322
15,64,1,1193435522
15,65,3,1093028323
15,67,5,997938567
15,69,2.5,1134521456
15,70,3,1166586067
15,71,3,1093028384
15,72,3,997939193
15,75,3,1166586748
15,76,1,997938905
15,77,0.5,1093070332
15,78,4,1093028414
15,79,3,1035258747
15,81,1.5,1093028394
15,82,2,1093028389
15,83,3.5,1443384915
15,85,2.5,1166586387
15,86,4,997937239
15,87,3,1033345148
15,91,2,1093028325
15,92,1.5,1240203835
15,93,5,997938438
15,94,3,1093070381
15,95,5,997938676
15,96,2,997939055
15,97,4,1033344257
15,98,3.5,1361078504
15,99,3,1166586512
15,102,3,1141391972
15,103,2,1093028377
15,104,1,1093028322
15,106,0.5,1093028161
15,107,4,997938451
15,108,3,1093028142
15,109,4,997939162
15,111,5,997938500
15,112,2.5,1245021392
15,115,2.5,1093028267
16,1,5,997938500
16,3,3,1052896916
16,4,2.5,1093070326
16,6,1.5,1134521628
16,8,4,1093028231
16,10,2,1035258608
16,11,3,997939348
16,12,3,1052896916
16,14,2,1052896867
16,15,3,1093028406
16,16,3,1033345122
16,17,2,1166586237
16,18,3.5,1093028260
16,20,1,1093028237
16,21,3,997938288
16,22,2.5,1166586565
16,23,4,997938438
16,26,2,1093070454
16,28,4,1054450167
16,29,2.5,1093028151
16,31,2.5,1093070207
16,32,3,1033344834
16,33,0.5,1093028395
16,34,1.5,1134521382
16,35,3,1136904835
16,36,5,997938391
16,37,1,1128274713
16,38,4.5,1054450008
16,40,3.5,1134522085
16,41,1,1166586002
16,42,2,1166586995
16,43,4,1035258747
16,44,5,997938703
16,45,4,997938567
16,47,5,1058250570
16,48,5,997938346
16,49,5,997938346
16,51,5,997938500
16,52,4,997939604
16,53,2.5,1122576681
16,54,4,1058250459
16,55,5,997938140
16,56,4,1416119525
16,57,1.5,1058250501
16,59,1,1128274460
16,60,3,997938737
16,61,3.5,1093070090
16,63,1,1040205624
16,64,5,997938727
16,65,5,997938358
16,66,3,1044219825
16,69,1,1058250466
16,70,3,997938800
16,71,4,997939453
16,72,2,1166586619
16,74,2,1034544304
16,75,4,997938528
16,76,5,997938905
16,77,2.5,1348976598
16,78,1.5,1166586136
16,79,4,1054450184
16,80,3,997938603
16,82,4,997937239
16,83,3,997938787
16,84,2,1122576683
16,85,4,997938528
16,86,2.5,1193436089
16,88,2,1166586415
16,91,4,1033345199
16,92,4,1040205624
16,97,4,997938466
16,98,2.5,1458506296
16,99,3,1093070163
16,100,1,1055439464
16,101,4,997939162
16,102,2.5,1345397949
16,103,2.5,1128274586
16,104,3.5,1386368101
16,106,3,997938288
16,107,4,1054449673
16,108,3,1193435335
16,110,4,997938862
16,111,3,997938771
16,113,4,1033344257
16,114,2,1443384910
16,115,4.5,1166586456
17,5,3.5,1361078481
17,7,5,997938760
17,8,5,997938438
17,11,1,1040205753
17,15,4,997939111
17,19,1,1093070386
17,20,4,997938528
17,26,3.5,1345398232
17,32,4,997938784
17,33,2,997939111
17,35,5,997938438
17,36,3,1044347743
17,38,5,997938822
17,40,4.5,1345398245
17,41,5,997938466
17,42,1.5,1058250487
17,46,3,1166586696
17,47,3,997938749
17,49,4,997938203
17,52,1.5,1054271469
17,55,2,1055439440
17,57,4,997939207
17,58,3,997938203
17,63,1,1093070109
17,64,5,997938712
17,71,4,997939614
17,72,4,997938288
17,73,4,1034544304
17,76,4,997938800
17,78,3,1044347881
17,79,4,1054450216
17,80,3,997938727
17,82,4,1054450238
17,89,3.5,1166586368
17,96,3,997938451
17,100,2,1033345172
17,104,5,997938151
17,105,1,1093070174
17,106,5,997938171
17,107,3,997938509
17,108,3,997938500
17,110,4,997938760
17,111,3,997938749
17,112,5,997938346
18,1,3.5,1345398347
18,3,4,997938219
18,5,3,997938917
18,8,3,997938981
18,10,1.5,1134521651
18,16,4,1120208625
18,28,3,997938162
18,37,4,997938171
18,39,4,997939360
18,41,5,997938500
18,43,5,997938451
18,45,3.5,1054450246
18,57,2.5,1054450208
18,58,3,997938941
18,64,1,1063565335
18,69,3,1416120074
18,72,3,1345397986
18,74,2,1033345087
18,86,4,1163876491
18,88,4,1465793922
18,104,3,1035258608
19,1,4,997939144
19,3,4,997938894
19,4,4,1166587005
19,5,3,1093070459
19,7,2,1054450251
19,8,3,1040205753
19,9,5,997938162
19,10,3,1134521497
19,11,2,997938219
19,12,2,1052896916
19,13,2,1134521654
19,15,2,1033345050
19,16,2,1052896819
19,17,1,997938500
19,18,3.5,1361078494
19,20,3,1093070198
19,21,3,1093070479
19,22,2.5,1166586012
19,23,3,1458506268
19,24,4,1040205754
19,25,0.5,1093070145
19,26,3.5,1058250612
19,27,4,997939021
19,28,4,1055439459
19,29,3,1052897043
19,30,5,997938219
